RiverSegment,UpStreamSeg
SL9_2520_2700,SW3_1220_1320
SL9_2520_2700,SW3_1040_1220
SL9_2520_2700,SW7_1340_1320
SL9_2520_2700,SW3_1250_1340
SL9_2520_2700,SW7_1470_1340
SL9_2520_2700,SW5_1350_1470
SL9_2520_2700,SW3_1080_1350
SL9_2520_2700,SW4_1150_1350
SL9_2520_2700,SW4_1110_1150
SL9_2520_2700,SW2_1000_1110
SL9_2520_2700,SW3_0930_1110
SL9_2520_2700,SW2_0880_0930
SL9_2520_2700,SW2_1050_0930
SL9_2520_2700,SW6_1440_1470
SL9_2520_2700,SW3_1580_1440
SL9_2520_2700,SW3_1600_1580
SL9_2520_2700,SW0_1520_1600
SL9_2520_2700,SW3_1660_1580
SL9_2520_2700,SW3_1690_1660
SL9_2520_2700,SW1_1830_1690
SL9_2520_2700,SW1_1890_1830
SL9_2520_2700,SW1_1910_1890
SL9_2520_2700,SW2_1770_1690
SL9_2520_2700,SW6_1230_1440
SL9_2520_2700,SW6_1330_1230
SL9_2520_2700,SW3_1390_1330
SL9_2520_2700,SW3_1130_1390
SL9_2520_2700,SW2_1100_1130
SL9_2520_2700,SW6_1400_1330
SL9_2520_2700,SW4_1490_1400
SL9_2520_2700,SW3_1380_1490
SL9_2520_2700,SW3_1091_1380
SL9_2520_2700,SW3_1090_1091
SL9_2520_2700,SW4_1430_1490
SL9_2520_2700,SW2_1360_1430
SL9_2520_2700,SW3_1370_1430
SL9_2520_2700,SW3_1270_1370
SL9_2520_2700,SW1_1170_1270
SL9_2520_2700,SW2_1240_1270
SL9_2520_2700,SW5_1540_1400
SL9_2520_2700,SW3_1750_1540
SL9_2520_2700,SW3_1920_1750
SL9_2520_2700,SW5_1650_1540
SL9_2520_2700,SW3_1800_1650
SL9_2520_2700,SW3_1870_1800
SL9_2520_2700,SW4_1720_1650
SL9_2520_2700,SW4_1860_1720
SL9_2520_2700,SW4_1940_1860
SL9_2520_2700,SW2_1950_1940
SL9_2520_2700,SW2_2020_1940
SL9_2700_2720,SL9_2700_2720
SL9_2700_2720,SL2_2410_2700
SL9_2700_2720,SL3_2420_2700
SL9_2700_2720,SL1_2390_2420
SL9_2700_2720,SL3_2470_2420
SL9_2700_2720,SL3_2350_2470
SL9_2700_2720,SL1_2190_2350
SL9_2700_2720,SL2_2200_2350
SL9_2700_2720,SL9_2520_2700
SL9_2700_2720,SL2_2300_2520
SL9_2700_2720,SL9_2490_2520
SL9_2700_2720,SL3_2550_2490
SL9_2700_2720,SL3_2730_2550
SL9_2700_2720,SL1_2760_2730
SL9_2700_2720,SL1_2830_2760
SL9_2700_2720,SL0_2831_2830
SL9_2700_2720,SL1_2770_2730
SL9_2700_2720,SL9_2430_2490
SL9_2700_2720,SL3_2460_2430
SL9_2700_2720,SL9_2310_2430
SL9_2700_2720,SL4_2240_2310
SL9_2700_2720,SL4_2140_2240
SL9_2700_2720,SL0_2220_2140
SL9_2700_2720,SL0_2180_2220
SL9_2700_2720,SL4_2100_2140
SL9_2700_2720,SL4_2090_2100
SL9_2700_2720,SL1_2000_2090
SL9_2700_2720,SL2_2070_2090
SL9_2700_2720,SL2_1990_2070
SL9_2700_2720,SL2_1850_1990
SL9_2700_2720,SL9_2380_2310
SL9_2700_2720,SL3_2440_2380
SL9_2700_2720,SL3_2400_2440
SL9_2700_2720,SL9_2270_2380
SL9_2700_2720,SL4_2330_2270
SL9_2700_2720,SL4_2370_2330
SL9_2700_2720,SL1_2670_2370
SL9_2700_2720,SL2_2540_2370
SL9_2700_2720,SL9_2050_2270
SL9_2700_2720,SJ6_2130_2050
SL9_2700_2720,SJ2_2150_2130
SL9_2700_2720,SJ6_1970_2130
SL9_2700_2720,SJ3_2170_1970
SL9_2700_2720,SJ2_2110_2170
SL9_2700_2720,SJ3_2160_2170
SL9_2700_2720,SJ6_1930_1970
SL9_2700_2720,SJ2_1900_1930
SL9_2700_2720,SJ5_2120_1930
SL9_2700_2720,SJ3_2450_2120
SL9_2700_2720,SJ1_2280_2450
SL9_2700_2720,SJ2_2500_2450
SL9_2700_2720,SJ2_2580_2500
SL9_2700_2720,SJ5_2320_2120
SL9_2700_2720,SJ5_2210_2320
SL9_2700_2720,SJ4_2010_2210
SL9_2700_2720,SJ4_2060_2010
SL9_2700_2720,SJ3_1980_2060
SL9_2700_2720,SJ3_2040_1980
SL9_2700_2720,SJ3_2230_2060
SL9_2700_2720,SJ3_2250_2230
SL9_2700_2720,SJ4_2340_2210
SL9_2700_2720,SJ4_2360_2340
SL9_2700_2720,SJ4_2660_2360
SL9_2700_2720,SJ2_2570_2660
SL9_2700_2720,SJ4_2740_2660
SL9_2700_2720,SJ2_2820_2740
SL9_2700_2720,SJ2_2530_2820
SL9_2700_2720,SJ2_2900_2740
SL9_2700_2720,SL3_2260_2050
SL9_2700_2720,SL3_2290_2260
SL9_2700_2720,SL8_2080_2050
SL9_2700_2720,SL3_1960_2080
SL9_2700_2720,SL8_2030_2080
SL9_2700_2720,SL2_1810_2030
SL9_2700_2720,SL8_1880_2030
SL9_2700_2720,SL2_1670_1880
SL9_2700_2720,SL3_1840_1880
SL9_2700_2720,SL1_1790_1840
SL9_2700_2720,SL3_1740_1840
SL9_2700_2720,SL3_1710_1740
SL9_2700_2720,SL8_1780_1880
SL9_2700_2720,SL1_1700_1780
SL9_2700_2720,SL1_1730_1700
SL9_2700_2720,SL8_1760_1780
SL9_2700_2720,SU8_1530_1760
SL9_2700_2720,SU8_1610_1530
SL9_2700_2720,SU1_1630_1610
SL9_2700_2720,SU8_1620_1610
SL9_2700_2720,SU2_1550_1620
SL9_2700_2720,SU8_1590_1620
SL9_2700_2720,SU3_1280_1590
SL9_2700_2720,SU3_1310_1280
SL9_2700_2720,SU2_1200_1310
SL9_2700_2720,SU2_1210_1310
SL9_2700_2720,SU7_1420_1590
SL9_2700_2720,SU3_1500_1420
SL9_2700_2720,SU1_1480_1500
SL9_2700_2720,SU2_1290_1500
SL9_2700_2720,SU7_1140_1420
SL9_2700_2720,SU7_1120_1140
SL9_2700_2720,SU3_0970_1120
SL9_2700_2720,SU3_0810_0970
SL9_2700_2720,SU2_0670_0810
SL9_2700_2720,SU7_0980_1120
SL9_2700_2720,SU2_1020_0980
SL9_2700_2720,SU7_1010_0980
SL9_2700_2720,SU3_0910_1010
SL9_2700_2720,SU3_0710_0910
SL9_2700_2720,SU1_0660_0710
SL9_2700_2720,SU2_0780_0710
SL9_2700_2720,SU7_0950_1010
SL9_2700_2720,SU2_0990_0950
SL9_2700_2720,SU7_0960_0950
SL9_2700_2720,SU2_0760_0960
SL9_2700_2720,SU7_0860_0960
SL9_2700_2720,SU2_0700_0860
SL9_2700_2720,SU7_0730_0860
SL9_2700_2720,SU3_0870_0730
SL9_2700_2720,SU2_0900_0870
SL9_2700_2720,SU1_0940_0900
SL9_2700_2720,SU2_0890_0900
SL9_2700_2720,SU7_0850_0730
SL9_2700_2720,SU2_0800_0850
SL9_2700_2720,SU7_0750_0850
SL9_2700_2720,SU5_0600_0750
SL9_2700_2720,SU5_0610_0600
SL9_2700_2720,SU2_0680_0610
SL9_2700_2720,SU5_0530_0610
SL9_2700_2720,SU3_0490_0530
SL9_2700_2720,SU3_0370_0490
SL9_2700_2720,SU5_0650_0530
SL9_2700_2720,SU4_0630_0650
SL9_2700_2720,SU2_0640_0630
SL9_2700_2720,SU4_0580_0630
SL9_2700_2720,SU2_0570_0580
SL9_2700_2720,SU2_0510_0570
SL9_2700_2720,SU2_0620_0580
SL9_2700_2720,SU4_0690_0650
SL9_2700_2720,SU2_0741_0690
SL9_2700_2720,SU2_0740_0741
SL9_2700_2720,SU1_0820_0740
SL9_2700_2720,SU3_0770_0690
SL9_2700_2720,SU3_0790_0770
SL9_2700_2720,SU3_0831_0790
SL9_2700_2720,SU1_0840_0831
SL9_2700_2720,SU2_0830_0831
SL9_2700_2720,SU2_0920_0830
SL9_2700_2720,SU7_0720_0750
SL9_2700_2720,SU2_0450_0720
SL9_2700_2720,SU7_0540_0720
SL9_2700_2720,SU3_0590_0540
SL9_2700_2720,SU2_0470_0590
SL9_2700_2720,SU2_0560_0590
SL9_2700_2720,SU1_0330_0560
SL9_2700_2720,SU1_0390_0560
SL9_2700_2720,SU7_0550_0540
SL9_2700_2720,SU2_0440_0550
SL9_2700_2720,SU6_0500_0550
SL9_2700_2720,SU5_0420_0500
SL9_2700_2720,SU4_0350_0420
SL9_2700_2720,SU3_0240_0350
SL9_2700_2720,SU2_0110_0240
SL9_2700_2720,SU4_0260_0350
SL9_2700_2720,SU2_0120_0260
SL9_2700_2720,SU2_0160_0260
SL9_2700_2720,SU4_0430_0420
SL9_2700_2720,SU2_0280_0430
SL9_2700_2720,SU4_0270_0430
SL9_2700_2720,SU1_0200_0270
SL9_2700_2720,SU3_0170_0270
SL9_2700_2720,SU3_0090_0170
SL9_2700_2720,SU1_0050_0090
SL9_2700_2720,SU2_0070_0090
SL9_2700_2720,SU6_0520_0500
SL9_2700_2720,SU6_0480_0520
SL9_2700_2720,SU1_0410_0480
SL9_2700_2720,SU5_0460_0480
SL9_2700_2720,SU2_0360_0460
SL9_2700_2720,SU5_0400_0460
SL9_2700_2720,SU1_0380_0400
SL9_2700_2720,SU5_0310_0400
SL9_2700_2720,SU4_0300_0310
SL9_2700_2720,SU2_0210_0300
SL9_2700_2720,SU1_0080_0210
SL9_2700_2720,SU3_0190_0300
SL9_2700_2720,SU1_0060_0190
SL9_2700_2720,SU3_0010_0190
SL9_2700_2720,SU5_0340_0310
SL9_2700_2720,SU2_0320_0340
SL9_2700_2720,SU2_0291_0320
SL9_2700_2720,SU2_0290_0291
SL9_2700_2720,SU4_0250_0340
SL9_2700_2720,SU2_0130_0250
SL9_2700_2720,SU4_0220_0250
SL9_2700_2720,SU2_0150_0220
SL9_2700_2720,SU4_0230_0220
SL9_2700_2720,SU2_0100_0230
SL9_2700_2720,SU3_0180_0230
SL9_2700_2720,SU2_0040_0180
SL9_2700_2720,SU3_0140_0180
SL9_2700_2720,SU2_0020_0140
SL9_2700_2720,SU2_0030_0140
SL9_2700_2720,SW7_1680_1760
SL9_2700_2720,SW1_1510_1680
SL9_2700_2720,SW1_1450_1510
SL9_2700_2720,SW7_1640_1680
SL9_2700_2720,SW1_1570_1640
SL9_2700_2720,SW7_1460_1640
SL9_2700_2720,SW1_1560_1460
SL9_2700_2720,SW7_1410_1460
SL9_2700_2720,SW2_1190_1410
SL9_2700_2720,SW1_1180_1190
SL9_2700_2720,SW7_1300_1410
SL9_2700_2720,SW4_1260_1300
SL9_2700_2720,SW1_1160_1260
SL9_2700_2720,SW3_1060_1260
SL9_2700_2720,SW2_1030_1060
SL9_2700_2720,SW2_1070_1060
SL9_2700_2720,SW7_1320_1300
SL9_2700_2720,SW3_1220_1320
SL9_2700_2720,SW3_1040_1220
SL9_2700_2720,SW7_1340_1320
SL9_2700_2720,SW3_1250_1340
SL9_2700_2720,SW7_1470_1340
SL9_2700_2720,SW5_1350_1470
SL9_2700_2720,SW3_1080_1350
SL9_2700_2720,SW4_1150_1350
SL9_2700_2720,SW4_1110_1150
SL9_2700_2720,SW2_1000_1110
SL9_2700_2720,SW3_0930_1110
SL9_2700_2720,SW2_0880_0930
SL9_2700_2720,SW2_1050_0930
SL9_2700_2720,SW6_1440_1470
SL9_2700_2720,SW3_1580_1440
SL9_2700_2720,SW3_1600_1580
SL9_2700_2720,SW0_1520_1600
SL9_2700_2720,SW3_1660_1580
SL9_2700_2720,SW3_1690_1660
SL9_2700_2720,SW1_1830_1690
SL9_2700_2720,SW1_1890_1830
SL9_2700_2720,SW1_1910_1890
SL9_2700_2720,SW2_1770_1690
SL9_2700_2720,SW6_1230_1440
SL9_2700_2720,SW6_1330_1230
SL9_2700_2720,SW3_1390_1330
SL9_2700_2720,SW3_1130_1390
SL9_2700_2720,SW2_1100_1130
SL9_2700_2720,SW6_1400_1330
SL9_2700_2720,SW4_1490_1400
SL9_2700_2720,SW3_1380_1490
SL9_2700_2720,SW3_1091_1380
SL9_2700_2720,SW3_1090_1091
SL9_2700_2720,SW4_1430_1490
SL9_2700_2720,SW2_1360_1430
SL9_2700_2720,SW3_1370_1430
SL9_2700_2720,SW3_1270_1370
SL9_2700_2720,SW1_1170_1270
SL9_2700_2720,SW2_1240_1270
SL9_2700_2720,SW5_1540_1400
SL9_2700_2720,SW3_1750_1540
SL9_2700_2720,SW3_1920_1750
SL9_2700_2720,SW5_1650_1540
SL9_2700_2720,SW3_1800_1650
SL9_2700_2720,SW3_1870_1800
SL9_2700_2720,SW4_1720_1650
SL9_2700_2720,SW4_1860_1720
SL9_2700_2720,SW4_1940_1860
SL9_2700_2720,SW2_1950_1940
SL9_2700_2720,SW2_2020_1940
SL9_2720_0001,SL9_2720_0001
SL9_2720_0001,SL0_2721_2720
SL9_2720_0001,SL2_2750_2720
SL9_2720_0001,SL9_2700_2720
SL9_2720_0001,SL2_2410_2700
SL9_2720_0001,SL3_2420_2700
SL9_2720_0001,SL1_2390_2420
SL9_2720_0001,SL3_2470_2420
SL9_2720_0001,SL3_2350_2470
SL9_2720_0001,SL1_2190_2350
SL9_2720_0001,SL2_2200_2350
SL9_2720_0001,SL9_2520_2700
SL9_2720_0001,SL2_2300_2520
SL9_2720_0001,SL9_2490_2520
SL9_2720_0001,SL3_2550_2490
SL9_2720_0001,SL3_2730_2550
SL9_2720_0001,SL1_2760_2730
SL9_2720_0001,SL1_2830_2760
SL9_2720_0001,SL0_2831_2830
SL9_2720_0001,SL1_2770_2730
SL9_2720_0001,SL9_2430_2490
SL9_2720_0001,SL3_2460_2430
SL9_2720_0001,SL9_2310_2430
SL9_2720_0001,SL4_2240_2310
SL9_2720_0001,SL4_2140_2240
SL9_2720_0001,SL0_2220_2140
SL9_2720_0001,SL0_2180_2220
SL9_2720_0001,SL4_2100_2140
SL9_2720_0001,SL4_2090_2100
SL9_2720_0001,SL1_2000_2090
SL9_2720_0001,SL2_2070_2090
SL9_2720_0001,SL2_1990_2070
SL9_2720_0001,SL2_1850_1990
SL9_2720_0001,SL9_2380_2310
SL9_2720_0001,SL3_2440_2380
SL9_2720_0001,SL3_2400_2440
SL9_2720_0001,SL9_2270_2380
SL9_2720_0001,SL4_2330_2270
SL9_2720_0001,SL4_2370_2330
SL9_2720_0001,SL1_2670_2370
SL9_2720_0001,SL2_2540_2370
SL9_2720_0001,SL9_2050_2270
SL9_2720_0001,SJ6_2130_2050
SL9_2720_0001,SJ2_2150_2130
SL9_2720_0001,SJ6_1970_2130
SL9_2720_0001,SJ3_2170_1970
SL9_2720_0001,SJ2_2110_2170
SL9_2720_0001,SJ3_2160_2170
SL9_2720_0001,SJ6_1930_1970
SL9_2720_0001,SJ2_1900_1930
SL9_2720_0001,SJ5_2120_1930
SL9_2720_0001,SJ3_2450_2120
SL9_2720_0001,SJ1_2280_2450
SL9_2720_0001,SJ2_2500_2450
SL9_2720_0001,SJ2_2580_2500
SL9_2720_0001,SJ5_2320_2120
SL9_2720_0001,SJ5_2210_2320
SL9_2720_0001,SJ4_2010_2210
SL9_2720_0001,SJ4_2060_2010
SL9_2720_0001,SJ3_1980_2060
SL9_2720_0001,SJ3_2040_1980
SL9_2720_0001,SJ3_2230_2060
SL9_2720_0001,SJ3_2250_2230
SL9_2720_0001,SJ4_2340_2210
SL9_2720_0001,SJ4_2360_2340
SL9_2720_0001,SJ4_2660_2360
SL9_2720_0001,SJ2_2570_2660
SL9_2720_0001,SJ4_2740_2660
SL9_2720_0001,SJ2_2820_2740
SL9_2720_0001,SJ2_2530_2820
SL9_2720_0001,SJ2_2900_2740
SL9_2720_0001,SL3_2260_2050
SL9_2720_0001,SL3_2290_2260
SL9_2720_0001,SL8_2080_2050
SL9_2720_0001,SL3_1960_2080
SL9_2720_0001,SL8_2030_2080
SL9_2720_0001,SL2_1810_2030
SL9_2720_0001,SL8_1880_2030
SL9_2720_0001,SL2_1670_1880
SL9_2720_0001,SL3_1840_1880
SL9_2720_0001,SL1_1790_1840
SL9_2720_0001,SL3_1740_1840
SL9_2720_0001,SL3_1710_1740
SL9_2720_0001,SL8_1780_1880
SL9_2720_0001,SL1_1700_1780
SL9_2720_0001,SL1_1730_1700
SL9_2720_0001,SL8_1760_1780
SL9_2720_0001,SU8_1530_1760
SL9_2720_0001,SU8_1610_1530
SL9_2720_0001,SU1_1630_1610
SL9_2720_0001,SU8_1620_1610
SL9_2720_0001,SU2_1550_1620
SL9_2720_0001,SU8_1590_1620
SL9_2720_0001,SU3_1280_1590
SL9_2720_0001,SU3_1310_1280
SL9_2720_0001,SU2_1200_1310
SL9_2720_0001,SU2_1210_1310
SL9_2720_0001,SU7_1420_1590
SL9_2720_0001,SU3_1500_1420
SL9_2720_0001,SU1_1480_1500
SL9_2720_0001,SU2_1290_1500
SL9_2720_0001,SU7_1140_1420
SL9_2720_0001,SU7_1120_1140
SL9_2720_0001,SU3_0970_1120
SL9_2720_0001,SU3_0810_0970
SL9_2720_0001,SU2_0670_0810
SL9_2720_0001,SU7_0980_1120
SL9_2720_0001,SU2_1020_0980
SL9_2720_0001,SU7_1010_0980
SL9_2720_0001,SU3_0910_1010
SL9_2720_0001,SU3_0710_0910
SL9_2720_0001,SU1_0660_0710
SL9_2720_0001,SU2_0780_0710
SL9_2720_0001,SU7_0950_1010
SL9_2720_0001,SU2_0990_0950
SL9_2720_0001,SU7_0960_0950
SL9_2720_0001,SU2_0760_0960
SL9_2720_0001,SU7_0860_0960
SL9_2720_0001,SU2_0700_0860
SL9_2720_0001,SU7_0730_0860
SL9_2720_0001,SU3_0870_0730
SL9_2720_0001,SU2_0900_0870
SL9_2720_0001,SU1_0940_0900
SL9_2720_0001,SU2_0890_0900
SL9_2720_0001,SU7_0850_0730
SL9_2720_0001,SU2_0800_0850
SL9_2720_0001,SU7_0750_0850
SL9_2720_0001,SU5_0600_0750
SL9_2720_0001,SU5_0610_0600
SL9_2720_0001,SU2_0680_0610
SL9_2720_0001,SU5_0530_0610
SL9_2720_0001,SU3_0490_0530
SL9_2720_0001,SU3_0370_0490
SL9_2720_0001,SU5_0650_0530
SL9_2720_0001,SU4_0630_0650
SL9_2720_0001,SU2_0640_0630
SL9_2720_0001,SU4_0580_0630
SL9_2720_0001,SU2_0570_0580
SL9_2720_0001,SU2_0510_0570
SL9_2720_0001,SU2_0620_0580
SL9_2720_0001,SU4_0690_0650
SL9_2720_0001,SU2_0741_0690
SL9_2720_0001,SU2_0740_0741
SL9_2720_0001,SU1_0820_0740
SL9_2720_0001,SU3_0770_0690
SL9_2720_0001,SU3_0790_0770
SL9_2720_0001,SU3_0831_0790
SL9_2720_0001,SU1_0840_0831
SL9_2720_0001,SU2_0830_0831
SL9_2720_0001,SU2_0920_0830
SL9_2720_0001,SU7_0720_0750
SL9_2720_0001,SU2_0450_0720
SL9_2720_0001,SU7_0540_0720
SL9_2720_0001,SU3_0590_0540
SL9_2720_0001,SU2_0470_0590
SL9_2720_0001,SU2_0560_0590
SL9_2720_0001,SU1_0330_0560
SL9_2720_0001,SU1_0390_0560
SL9_2720_0001,SU7_0550_0540
SL9_2720_0001,SU2_0440_0550
SL9_2720_0001,SU6_0500_0550
SL9_2720_0001,SU5_0420_0500
SL9_2720_0001,SU4_0350_0420
SL9_2720_0001,SU3_0240_0350
SL9_2720_0001,SU2_0110_0240
SL9_2720_0001,SU4_0260_0350
SL9_2720_0001,SU2_0120_0260
SL9_2720_0001,SU2_0160_0260
SL9_2720_0001,SU4_0430_0420
SL9_2720_0001,SU2_0280_0430
SL9_2720_0001,SU4_0270_0430
SL9_2720_0001,SU1_0200_0270
SL9_2720_0001,SU3_0170_0270
SL9_2720_0001,SU3_0090_0170
SL9_2720_0001,SU1_0050_0090
SL9_2720_0001,SU2_0070_0090
SL9_2720_0001,SU6_0520_0500
SL9_2720_0001,SU6_0480_0520
SL9_2720_0001,SU1_0410_0480
SL9_2720_0001,SU5_0460_0480
SL9_2720_0001,SU2_0360_0460
SL9_2720_0001,SU5_0400_0460
SL9_2720_0001,SU1_0380_0400
SL9_2720_0001,SU5_0310_0400
SL9_2720_0001,SU4_0300_0310
SL9_2720_0001,SU2_0210_0300
SL9_2720_0001,SU1_0080_0210
SL9_2720_0001,SU3_0190_0300
SL9_2720_0001,SU1_0060_0190
SL9_2720_0001,SU3_0010_0190
SL9_2720_0001,SU5_0340_0310
SL9_2720_0001,SU2_0320_0340
SL9_2720_0001,SU2_0291_0320
SL9_2720_0001,SU2_0290_0291
SL9_2720_0001,SU4_0250_0340
SL9_2720_0001,SU2_0130_0250
SL9_2720_0001,SU4_0220_0250
SL9_2720_0001,SU2_0150_0220
SL9_2720_0001,SU4_0230_0220
SL9_2720_0001,SU2_0100_0230
SL9_2720_0001,SU3_0180_0230
SL9_2720_0001,SU2_0040_0180
SL9_2720_0001,SU3_0140_0180
SL9_2720_0001,SU2_0020_0140
SL9_2720_0001,SU2_0030_0140
SL9_2720_0001,SW7_1680_1760
SL9_2720_0001,SW1_1510_1680
SL9_2720_0001,SW1_1450_1510
SL9_2720_0001,SW7_1640_1680
SL9_2720_0001,SW1_1570_1640
SL9_2720_0001,SW7_1460_1640
SL9_2720_0001,SW1_1560_1460
SL9_2720_0001,SW7_1410_1460
SL9_2720_0001,SW2_1190_1410
SL9_2720_0001,SW1_1180_1190
SL9_2720_0001,SW7_1300_1410
SL9_2720_0001,SW4_1260_1300
SL9_2720_0001,SW1_1160_1260
SL9_2720_0001,SW3_1060_1260
SL9_2720_0001,SW2_1030_1060
SL9_2720_0001,SW2_1070_1060
SL9_2720_0001,SW7_1320_1300
SL9_2720_0001,SW3_1220_1320
SL9_2720_0001,SW3_1040_1220
SL9_2720_0001,SW7_1340_1320
SL9_2720_0001,SW3_1250_1340
SL9_2720_0001,SW7_1470_1340
SL9_2720_0001,SW5_1350_1470
SL9_2720_0001,SW3_1080_1350
SL9_2720_0001,SW4_1150_1350
SL9_2720_0001,SW4_1110_1150
SL9_2720_0001,SW2_1000_1110
SL9_2720_0001,SW3_0930_1110
SL9_2720_0001,SW2_0880_0930
SL9_2720_0001,SW2_1050_0930
SL9_2720_0001,SW6_1440_1470
SL9_2720_0001,SW3_1580_1440
SL9_2720_0001,SW3_1600_1580
SL9_2720_0001,SW0_1520_1600
SL9_2720_0001,SW3_1660_1580
SL9_2720_0001,SW3_1690_1660
SL9_2720_0001,SW1_1830_1690
SL9_2720_0001,SW1_1890_1830
SL9_2720_0001,SW1_1910_1890
SL9_2720_0001,SW2_1770_1690
SL9_2720_0001,SW6_1230_1440
SL9_2720_0001,SW6_1330_1230
SL9_2720_0001,SW3_1390_1330
SL9_2720_0001,SW3_1130_1390
SL9_2720_0001,SW2_1100_1130
SL9_2720_0001,SW6_1400_1330
SL9_2720_0001,SW4_1490_1400
SL9_2720_0001,SW3_1380_1490
SL9_2720_0001,SW3_1091_1380
SL9_2720_0001,SW3_1090_1091
SL9_2720_0001,SW4_1430_1490
SL9_2720_0001,SW2_1360_1430
SL9_2720_0001,SW3_1370_1430
SL9_2720_0001,SW3_1270_1370
SL9_2720_0001,SW1_1170_1270
SL9_2720_0001,SW2_1240_1270
SL9_2720_0001,SW5_1540_1400
SL9_2720_0001,SW3_1750_1540
SL9_2720_0001,SW3_1920_1750
SL9_2720_0001,SW5_1650_1540
SL9_2720_0001,SW3_1800_1650
SL9_2720_0001,SW3_1870_1800
SL9_2720_0001,SW4_1720_1650
SL9_2720_0001,SW4_1860_1720
SL9_2720_0001,SW4_1940_1860
SL9_2720_0001,SW2_1950_1940
SL9_2720_0001,SW2_2020_1940
SL9_2970_0000,SL9_2970_0000
SL9_2971_0000,SL9_2971_0000
SU1_0050_0090,SU1_0050_0090
SU1_0060_0190,SU1_0060_0190
SU1_0080_0210,SU1_0080_0210
SU1_0200_0270,SU1_0200_0270
SU1_0330_0560,SU1_0330_0560
SU1_0380_0400,SU1_0380_0400
SU1_0390_0560,SU1_0390_0560
SU1_0410_0480,SU1_0410_0480
SU1_0660_0710,SU1_0660_0710
SU1_0820_0740,SU1_0820_0740
SU1_0840_0831,SU1_0840_0831
SU1_0940_0900,SU1_0940_0900
SU1_1480_1500,SU1_1480_1500
SU1_1630_1610,SU1_1630_1610
SU2_0020_0140,SU2_0020_0140
SU2_0030_0140,SU2_0030_0140
SU2_0040_0180,SU2_0040_0180
SU2_0070_0090,SU2_0070_0090
SU2_0100_0230,SU2_0100_0230
SU2_0110_0240,SU2_0110_0240
SU2_0120_0260,SU2_0120_0260
SU2_0130_0250,SU2_0130_0250
SU2_0150_0220,SU2_0150_0220
SU2_0160_0260,SU2_0160_0260
SU2_0210_0300,SU2_0210_0300
SU2_0210_0300,SU1_0080_0210
SU2_0280_0430,SU2_0280_0430
SU2_0290_0291,SU2_0290_0291
SU2_0291_0320,SU2_0291_0320
SU2_0291_0320,SU2_0290_0291
SU2_0320_0340,SU2_0320_0340
SU2_0320_0340,SU2_0291_0320
SU2_0320_0340,SU2_0290_0291
SU2_0360_0460,SU2_0360_0460
SU2_0440_0550,SU2_0440_0550
SU2_0450_0720,SU2_0450_0720
SU2_0470_0590,SU2_0470_0590
SU2_0510_0570,SU2_0510_0570
SU2_0560_0590,SU2_0560_0590
SU2_0560_0590,SU1_0330_0560
SU2_0560_0590,SU1_0390_0560
SU2_0570_0580,SU2_0570_0580
SU2_0570_0580,SU2_0510_0570
SU2_0620_0580,SU2_0620_0580
SU2_0640_0630,SU2_0640_0630
SU2_0670_0810,SU2_0670_0810
SU2_0680_0610,SU2_0680_0610
SU2_0700_0860,SU2_0700_0860
SU2_0740_0741,SU2_0740_0741
SU2_0740_0741,SU1_0820_0740
SU2_0741_0690,SU2_0741_0690
SU2_0741_0690,SU2_0740_0741
SU2_0741_0690,SU1_0820_0740
SU2_0760_0960,SU2_0760_0960
SU2_0780_0710,SU2_0780_0710
SU2_0800_0850,SU2_0800_0850
SU2_0830_0831,SU2_0830_0831
SU2_0830_0831,SU2_0920_0830
SU2_0890_0900,SU2_0890_0900
SU2_0900_0870,SU2_0900_0870
SU2_0900_0870,SU1_0940_0900
SU2_0900_0870,SU2_0890_0900
SU2_0920_0830,SU2_0920_0830
SU2_0990_0950,SU2_0990_0950
SU2_1020_0980,SU2_1020_0980
SU2_1200_1310,SU2_1200_1310
SU2_1210_1310,SU2_1210_1310
SU2_1290_1500,SU2_1290_1500
SU2_1550_1620,SU2_1550_1620
SU3_0010_0190,SU3_0010_0190
SU3_0090_0170,SU3_0090_0170
SU3_0090_0170,SU1_0050_0090
SU3_0090_0170,SU2_0070_0090
SU3_0140_0180,SU3_0140_0180
SU3_0140_0180,SU2_0020_0140
SU3_0140_0180,SU2_0030_0140
SU3_0170_0270,SU3_0170_0270
SU3_0170_0270,SU3_0090_0170
SU3_0170_0270,SU1_0050_0090
SU3_0170_0270,SU2_0070_0090
SU3_0180_0230,SU3_0180_0230
SU3_0180_0230,SU2_0040_0180
SU3_0180_0230,SU3_0140_0180
SU3_0180_0230,SU2_0020_0140
SU3_0180_0230,SU2_0030_0140
SU3_0190_0300,SU3_0190_0300
SU3_0190_0300,SU1_0060_0190
SU3_0190_0300,SU3_0010_0190
SU3_0240_0350,SU3_0240_0350
SU3_0240_0350,SU2_0110_0240
SU3_0370_0490,SU3_0370_0490
SU3_0490_0530,SU3_0490_0530
SU3_0490_0530,SU3_0370_0490
SU3_0590_0540,SU3_0590_0540
SU3_0590_0540,SU2_0470_0590
SU3_0590_0540,SU2_0560_0590
SU3_0590_0540,SU1_0330_0560
SU3_0590_0540,SU1_0390_0560
SU3_0710_0910,SU3_0710_0910
SU3_0710_0910,SU1_0660_0710
SU3_0710_0910,SU2_0780_0710
SU3_0770_0690,SU3_0770_0690
SU3_0770_0690,SU3_0790_0770
