riverseg,landseg,landuse,nutrient,loadingrate
JU3_6900_6950,F51005,afo,sedm,14.63
JU3_6900_6950,F51017,cfo,sedm,0
JU3_6950_7330,A51580,afo,sedm,0
JU3_7400_7510,F51023,cfo,sedm,0
JU4_7000_7300,F51005,afo,sedm,14.63
JU4_7260_7380,A51163,cfo,sedm,0
JU5_7300_7510,A51005,afo,sedm,14.63
JU5_7300_7510,A51023,afo,sedm,65.080002
JU5_7300_7510,F51163,cfo,sedm,0
JU5_7420_7160,A51023,cfo,sedm,0
JU5_7420_7160,F51163,afo,sedm,94.050003
MN1_7590_7860,A51093,afo,sedm,0.47999999
MN3_7540_7680,A51181,afo,sedm,2.47
MN3_7770_7930,A51135,cfo,sedm,0
MN3_7770_7930,A51147,cfo,sedm,0
DE0_2710_0000,A24015,cfo,sedm,0
DE0_3110_0000,A10003,cfo,sedm,0
DE0_3310_0000,A10003,afo,sedm,7.5999999
DE0_4520_0000,A10005,cfo,sedm,0
DE0_5020_0000,A24047,afo,sedm,2.5699999
DE0_5650_0000,A51001,cfo,sedm,0
DE0_6980_0000,A51131,afo,sedm,22.23
DE0_7130_0000,A51131,afo,sedm,22.23
EL0_4562_0001,A10005,cfo,sedm,0
EL0_4591_0000,A24011,cfo,sedm,0
EL0_5151_0000,A24019,cfo,sedm,0
EL0_5285_0000,A24019,afo,sedm,0.75999999
EL0_5590_0000,A24019,afo,sedm,0.75999999
EL0_5590_0000,F24019,cfo,sedm,0
EL0_5761_0000,A24039,afo,sedm,0.28999999
EL0_5890_0000,A24039,afo,sedm,0
EL0_5894_0000,F24039,afo,sedm,0.28999999
EL1_5430_0001,A24045,cfo,sedm,0
EL3_5972_0000,A51001,afo,sedm,0.38
EM0_4885_0000,A24019,cfo,sedm,0
EM2_3980_0001,A24035,afo,sedm,1.52
EU0_3201_0000,A24015,afo,sedm,4.6599998
EU0_3360_0000,A24015,afo,sedm,4.6599998
EU0_3361_0000,A24015,cfo,sedm,0
EU0_3720_0000,A24029,afo,sedm,12.07
EU0_3724_0000,A24029,afo,sedm,12.07
EU0_3725_0000,F24029,afo,sedm,12.07
EU0_4011_0000,A24029,afo,sedm,12.07
EU0_4122_0000,F24029,afo,sedm,12.07
EU0_4470_0000,A24035,cfo,sedm,0
EU0_4471_0000,A24035,afo,sedm,1.52
EU0_4490_0000,A24035,afo,sedm,1.52
EU0_4700_0000,A24041,cfo,sedm,0
EU0_4873_0000,A24041,cfo,sedm,0
EU1_2650_0001,A42029,afo,sedm,4.6599998
EU1_2980_0000,A24015,afo,sedm,4.6599998
EU2_3520_0001,A24029,afo,sedm,12.07
GY0_3800_3801,A42111,afo,sedm,11.5
GY0_3950_3952,A24023,afo,sedm,5.4200001
GY0_3952_0000,A24023,cfo,sedm,0
GY0_4531_4532,A54077,afo,sedm,15.2
JA4_7280_7340,A51049,afo,sedm,9.79
JA4_7280_7340,A51135,cfo,sedm,0
JA4_7280_7340,A51145,afo,sedm,3.04
JA4_7470_7480,A51007,cfo,sedm,0
JA5_7480_0001,A51007,afo,sedm,8.5500002
JA5_7480_0001,A51053,cfo,sedm,0
JA5_7520_0000,A51041,afo,sedm,2.6600001
JA5_7520_0000,A51149,afo,sedm,6.0799999
JA5_7520_0000,A51149,cfo,sedm,0
JA5_7520_0000,A51730,cfo,sedm,0
JB0_7071_0000,F51041,cfo,sedm,0
JB0_7071_0000,F51760,afo,sedm,0
JB0_7072_0000,A51181,afo,sedm,2.47
JB0_7072_0000,F51095,afo,sedm,6.0799999
JB0_7072_0000,F51095,cfo,sedm,0
JB0_7270_0000,F51149,cfo,sedm,0
JB0_7383_0000,A51740,cfo,sedm,0
JB0_7390_0000,A51095,cfo,sedm,0
JB0_7390_0000,A51199,afo,sedm,22.610001
JB0_7390_0000,A51650,afo,sedm,0
JB0_7390_0000,A51700,cfo,sedm,0
JB0_7391_0000,F51095,afo,sedm,0
JB0_7399_0000,F51740,afo,sedm,0
JB0_7580_0000,A51650,afo,sedm,0
JB0_7660_0000,F51810,cfo,sedm,0
JB0_7661_0000,F51810,cfo,sedm,0
JB3_6820_7053,A51127,cfo,sedm,0
JL1_6560_6440,A51125,afo,sedm,22.23
JL1_6560_6440,B51003,cfo,sedm,0
JL1_6560_6440,F51003,afo,sedm,27.08
JL1_7080_7190,A51125,afo,sedm,22.23
JL1_7080_7190,F51125,cfo,sedm,0
JL2_7110_7120,A51011,cfo,sedm,0
JL2_7350_7090,A51125,afo,sedm,22.23
JL4_6520_6710,A51003,cfo,sedm,0
JL4_6520_6710,F51540,afo,sedm,0
JL6_7150_6890,A51029,cfo,sedm,0
JL6_7160_7440,B51009,afo,sedm,32.779999
JL6_7430_7320,A51125,afo,sedm,22.23
JL6_7440_7430,A51011,cfo,sedm,0
JL7_6800_7070,A51041,afo,sedm,2.6600001
JL7_6800_7070,A51075,afo,sedm,4.75
JL7_6800_7070,A51075,cfo,sedm,0
JL7_7070_0001,A51041,afo,sedm,2.6600001
JU1_6290_6590,F51017,cfo,sedm,0
JU1_6290_6590,F51091,afo,sedm,52.25
JU1_6300_6650,B51017,afo,sedm,14.35
JU1_6340_6650,F51091,cfo,sedm,0
JU1_6590_6600,A51017,afo,sedm,14.35
JU1_6880_7260,A51163,cfo,sedm,0
JU1_7560_7500,F51023,afo,sedm,65.080002
JU1_7690_7490,F51045,afo,sedm,18.530001
JU1_7690_7490,F51045,cfo,sedm,0
JU2_6600_6810,A51017,afo,sedm,14.35
JU2_6600_6810,F51017,afo,sedm,14.35
JU2_7140_7330,F51005,afo,sedm,14.63
JU2_7140_7330,F54063,cfo,sedm,0
JU2_7450_7360,A54063,afo,sedm,61.18
JU2_7450_7360,F51045,afo,sedm,18.530001
JU2_7450_7360,F54063,cfo,sedm,0
JU3_6650_7300,F51005,afo,sedm,14.63
JU3_6900_6950,F51005,cfo,sedm,0
JU4_7260_7380,F51530,afo,sedm,0
JU4_7380_7160,A51163,afo,sedm,94.050003
JU4_7380_7160,F51163,cfo,sedm,0
JU5_7500_7420,B51023,afo,sedm,65.080002
JU5_7500_7420,F51023,afo,sedm,65.080002
MN1_7990_8100,A51037,cfo,sedm,0
MN3_7770_7930,A51053,afo,sedm,12.26
NR1_7880_8050,A51071,afo,sedm,4.5599999
NR2_8210_8180,B51071,cfo,sedm,0
NR3_8290_8170,C51071,afo,sedm,4.5599999
NR6_7820_7960,B51071,cfo,sedm,0
NR6_7960_8050,A51071,cfo,sedm,0
NR6_8170_7960,B51071,cfo,sedm,0
NR6_8180_8051,C51071,afo,sedm,4.5599999
OR2_7610_7780,A51031,cfo,sedm,0
OR2_7840_7970,A51011,afo,sedm,17.389999
OR2_7840_7970,A51037,cfo,sedm,0
OR2_8130_7900,B51161,cfo,sedm,0
OR7_8470_8490,A51037,cfo,sedm,0
PL0_4961_0000,F24033,afo,sedm,28.41
PL0_5070_0001,F24033,afo,sedm,28.41
PL0_5090_0000,F51510,afo,sedm,0
PL0_5253_0000,A51059,afo,sedm,0
PL0_5390_0000,A24017,afo,sedm,3.4200001
DE0_2590_0000,A10003,cfo,sedm,0
DE0_2610_0000,A10003,afo,sedm,7.5999999
DE0_2710_0000,A10003,cfo,sedm,0
DE0_5020_0000,A10005,cfo,sedm,0
EL0_4596_0000,A24045,afo,sedm,1.52
EL0_4597_0000,A10005,afo,sedm,0.28999999
EL0_5284_0000,A24019,afo,sedm,0.75999999
EL0_5285_0000,A24019,cfo,sedm,0
EL0_5400_0001,A24045,cfo,sedm,0
EL0_5760_0000,F24045,afo,sedm,0
EL0_5890_0000,A24019,afo,sedm,0
EL0_5973_0000,A51001,afo,sedm,0.38
EL0_6002_0000,A24039,cfo,sedm,0
EL0_6011_0000,A24039,cfo,sedm,0
EL1_5430_0001,A24047,afo,sedm,2.5699999
EL1_5570_0001,A24039,cfo,sedm,0
EL2_4630_0000,A24019,cfo,sedm,0
EL2_5110_5270,A10005,afo,sedm,0.28999999
EL3_5972_0000,A24047,cfo,sedm,0
EM0_4322_0000,A24019,cfo,sedm,0
EM0_4323_0000,A24011,afo,sedm,0.38
EM0_4871_0000,A24041,afo,sedm,0.28999999
EM2_4101_0000,A24035,cfo,sedm,0
EU0_2941_0000,A24015,afo,sedm,4.6599998
EU0_2985_0000,A24015,afo,sedm,4.6599998
EU0_3050_0000,A24015,cfo,sedm,0
EU0_3131_0000,A24015,cfo,sedm,0
EU0_3203_0000,F24015,afo,sedm,4.6599998
EU0_3360_0000,A24029,afo,sedm,12.07
EU0_3364_0000,A24015,cfo,sedm,0
EU0_3720_0000,A24035,afo,sedm,1.52
EU0_3725_0000,A24029,afo,sedm,12.07
EU0_3725_0000,F24029,cfo,sedm,0
EU0_4011_0000,A24029,cfo,sedm,0
EU0_4121_0000,A24035,cfo,sedm,0
EU0_4260_0000,A24035,afo,sedm,1.52
EU0_4474_0000,A24041,cfo,sedm,0
EU0_4475_0000,A24035,afo,sedm,1.52
EU0_4550_0000,A24041,cfo,sedm,0
EU1_2981_0000,A24015,afo,sedm,4.6599998
GY0_3801_0000,A24023,cfo,sedm,0
GY0_3951_3952,A24023,cfo,sedm,0
GY0_4240_3951,A24023,afo,sedm,5.4200001
GY0_4532_3951,A54077,cfo,sedm,0
JA2_7410_7470,A51135,afo,sedm,7.2199998
JA2_7550_7280,A51049,cfo,sedm,0
JA2_7550_7280,A51147,afo,sedm,9.2200003
JA4_7280_7340,F51145,afo,sedm,3.04
JA4_7340_7470,A51041,cfo,sedm,0
JA5_7460_0000,A51670,afo,sedm,0
JA5_7480_0001,A51041,afo,sedm,2.6600001
JA5_7520_0000,A51053,cfo,sedm,0
JA5_7520_0000,F51149,afo,sedm,6.0799999
JA5_7520_0000,F51149,cfo,sedm,0
JA5_7520_0000,F51730,afo,sedm,0
JB0_7050_0000,A51127,afo,sedm,22.23
JB0_7072_0000,A51199,cfo,sedm,0
JB0_7073_0000,A51041,afo,sedm,2.6600001
JB0_7074_0000,A51036,cfo,sedm,0
JB0_7074_0000,A51149,afo,sedm,6.0799999
JB0_7074_0000,A51149,cfo,sedm,0
JB0_7076_0000,A51041,afo,sedm,2.6600001
JB0_7382_0000,A51550,afo,sedm,0.19
JB0_7383_0000,F51740,cfo,sedm,0
JB0_7390_0000,A51800,cfo,sedm,0
JB0_7394_0000,F51710,afo,sedm,0
JB0_7395_0000,A51740,cfo,sedm,0
JB0_7397_0000,A51740,cfo,sedm,0
JB0_7580_0000,A51700,afo,sedm,0
JB2_7800_0001,A51093,cfo,sedm,0
JB3_6820_7053,A51085,cfo,sedm,0
JB3_7053_0001,A51036,cfo,sedm,0
JB3_7053_0001,A51127,cfo,sedm,0
JL1_6770_6850,A51125,afo,sedm,22.23
JL1_6770_6850,F51125,afo,sedm,22.23
JL1_7190_7250,A51125,afo,sedm,22.23
JL2_6240_6520,A51079,afo,sedm,11.78
JL2_6440_6441,A51003,afo,sedm,27.08
JL2_6440_6441,B51003,afo,sedm,27.08
JL2_7110_7120,A51011,afo,sedm,17.389999
JL3_7020_7100,A51029,afo,sedm,18.719999
JL4_6520_6710,A51540,cfo,sedm,0
JL6_6960_6970,A51065,afo,sedm,6.27
JL6_7160_7440,A51009,cfo,sedm,0
JL6_7160_7440,F51009,cfo,sedm,0
JL7_6800_7070,A51085,cfo,sedm,0
JL7_7030_6800,A51049,afo,sedm,9.79
JL7_7030_6800,A51145,afo,sedm,3.04
JU1_6300_6650,A51017,afo,sedm,14.35
JU1_6300_6650,A51091,afo,sedm,52.25
JU1_6340_6650,F51017,cfo,sedm,0
JU1_7630_7490,A51045,afo,sedm,18.530001
JU1_7690_7490,A51161,cfo,sedm,0
JU1_7690_7490,F51161,afo,sedm,29.74
JU2_6410_6640,C51015,cfo,sedm,0
JU2_7180_7380,A51023,afo,sedm,65.080002
JU2_7360_7000,A51005,afo,sedm,14.63
JU2_7450_7360,F51005,afo,sedm,14.63
JU2_7450_7360,F51045,cfo,sedm,0
JU3_6380_6900,A51017,cfo,sedm,0
JU3_6650_7300,F51023,cfo,sedm,0
JU3_6790_7260,A51015,afo,sedm,35.529999
JU3_6790_7260,A51015,cfo,sedm,0
JU3_6950_7330,A51005,afo,sedm,14.63
JU3_6950_7330,F51005,afo,sedm,14.63
JU3_7400_7510,A51023,cfo,sedm,0
JU4_7260_7380,F51163,cfo,sedm,0
JU5_7420_7160,A51163,afo,sedm,94.050003
MN0_8300_0001,A51800,cfo,sedm,0
MN1_7590_7860,A51181,cfo,sedm,0
MN1_7990_8100,A51111,afo,sedm,12.54
MN1_8240_0000,A51800,afo,sedm,0.56999999
MN2_8100_8190,A51037,afo,sedm,12.64
MN2_8250_8190,A51111,cfo,sedm,0
MN3_7540_7680,A51053,cfo,sedm,0
MN3_7770_7930,A51111,cfo,sedm,0
MN4_8110_0000,A51800,cfo,sedm,0
NR1_8030_8051,A54063,afo,sedm,61.18
NR1_8030_8051,A54063,cfo,sedm,0
NR3_8420_8430,A51121,cfo,sedm,0
NR6_7820_7960,A51071,cfo,sedm,0
NR6_7960_8050,B51071,afo,sedm,4.5599999
NR6_8051_8000,B51071,afo,sedm,4.5599999
OR1_8280_8020,A51121,afo,sedm,67.169998
OR1_8280_8020,B51161,cfo,sedm,0
OR2_7670_7840,A51011,afo,sedm,17.389999
OR2_7670_7840,A51011,cfo,sedm,0
DE0_2800_0000,A10003,afo,sedm,7.5999999
DE0_3260_0000,A10003,afo,sedm,7.5999999
DE0_3790_0000,A10001,afo,sedm,1.9
DE0_4230_0000,A10001,afo,sedm,1.9
DE0_4350_0000,A10005,afo,sedm,0.28999999
DE0_4990_0000,A10005,afo,sedm,0.28999999
EL0_4561_4562,A10005,cfo,sedm,0
EL0_4591_0000,A10005,cfo,sedm,0
EL0_4595_0000,A24045,afo,sedm,1.52
EL0_4633_0000,A10005,afo,sedm,0.28999999
EL0_5284_0000,F24019,cfo,sedm,0
EL0_5400_0001,A10005,afo,sedm,0.28999999
EL0_5760_0000,A24045,afo,sedm,1.52
EL0_5763_0000,A24039,afo,sedm,0.28999999
EL0_5765_0000,A24039,cfo,sedm,0
EL0_5766_0000,A24019,cfo,sedm,0
EL0_5890_0000,F24039,cfo,sedm,0
EL0_5892_0000,A24039,cfo,sedm,0
EL0_5893_0000,A24039,cfo,sedm,0
EL0_6010_0000,A24039,afo,sedm,0.28999999
EL0_6480_0000,F51001,afo,sedm,0
EL0_7220_0000,F51131,cfo,sedm,0
EL2_4634_0000,A24045,afo,sedm,1.52
EL3_5870_0000,A24047,afo,sedm,2.5699999
EM0_4874_0000,F24041,cfo,sedm,0
EM0_4875_0000,A24041,afo,sedm,0.28999999
EM0_4880_0000,A24019,cfo,sedm,0
EM0_4882_0000,A24041,afo,sedm,0.28999999
EM0_4883_0000,A24019,cfo,sedm,0
EM0_5260_0000,F24019,afo,sedm,0.75999999
EM3_4321_0000,A24011,afo,sedm,0.38
EU0_3010_0000,A24015,afo,sedm,4.6599998
EU0_3011_0000,A10003,cfo,sedm,0
EU0_3011_0000,A24015,afo,sedm,4.6599998
EU0_3203_0000,F24015,cfo,sedm,0
EU0_3302_0000,A24015,cfo,sedm,0
EU0_3700_0000,A24035,cfo,sedm,0
EU0_3722_0000,A24035,afo,sedm,1.52
EU0_3724_0000,A24029,cfo,sedm,0
EU0_3830_0001,A24035,cfo,sedm,0
EU0_4013_0000,A24029,cfo,sedm,0
EU0_4030_0000,A24035,afo,sedm,1.52
EU0_4122_0000,F24029,cfo,sedm,0
EU0_4475_0000,A24041,afo,sedm,0.28999999
EU1_2650_0001,A24015,afo,sedm,4.6599998
EU1_2981_0000,A24015,cfo,sedm,0
EU1_2982_0000,A24015,cfo,sedm,0
EU1_2984_0000,A24015,afo,sedm,4.6599998
EU2_3520_0001,A10001,afo,sedm,1.9
EU2_3520_0001,A24029,cfo,sedm,0
GY0_3800_3801,A42111,cfo,sedm,0
GY0_4532_3951,A24023,cfo,sedm,0
JA0_7291_7290,A51145,afo,sedm,3.04
JA2_7550_7280,A51029,cfo,sedm,0
JA5_7460_0000,A51041,cfo,sedm,0
JA5_7520_0000,A51570,afo,sedm,0
JB0_7052_0001,A51127,cfo,sedm,0
JB0_7071_0000,A51087,cfo,sedm,0
JB0_7073_0000,A51036,afo,sedm,1.8099999
JB0_7075_0000,A51670,cfo,sedm,0
JB0_7075_0000,F51670,cfo,sedm,0
JB0_7270_0000,A51149,afo,sedm,6.0799999
JB0_7382_0000,F51710,afo,sedm,0
JB0_7383_0000,A51800,cfo,sedm,0
JB0_7398_0000,F51710,cfo,sedm,0
JB0_7399_0000,A51740,afo,sedm,0
JB0_7661_0000,F51710,cfo,sedm,0
JB3_7053_0001,A51036,afo,sedm,1.8099999
JL1_6940_7200,A51125,cfo,sedm,0
JL1_7080_7190,B51125,afo,sedm,22.23
JL1_7170_6800,A51049,cfo,sedm,0
JL1_7530_7430,A51031,afo,sedm,10.26
JL2_6440_6441,A51003,cfo,sedm,0
JL2_6440_6441,B51003,cfo,sedm,0
JL4_6520_6710,A51065,afo,sedm,6.27
JL6_6740_7100,A51065,cfo,sedm,0
JL6_6970_6740,A51065,afo,sedm,6.27
JL6_7160_7440,A51019,afo,sedm,43.130001
JL6_7320_7150,A51029,afo,sedm,18.719999
JL6_7440_7430,A51031,cfo,sedm,0
JL6_7440_7430,B51019,afo,sedm,43.130001
JL7_7100_7030,A51049,cfo,sedm,0
JU1_6300_6650,B51091,afo,sedm,52.25
JU1_6880_7260,A51163,afo,sedm,94.050003
JU1_7750_7560,F51023,afo,sedm,65.080002
JU2_7140_7330,A51005,afo,sedm,14.63
JU2_7180_7380,F51023,cfo,sedm,0
JU2_7360_7000,F51005,afo,sedm,14.63
JU3_6650_7300,A51005,afo,sedm,14.63
JU3_6650_7300,A51023,afo,sedm,65.080002
JU3_6650_7300,F51163,afo,sedm,94.050003
JU3_6900_6950,A51005,cfo,sedm,0
JU3_6900_6950,A51017,cfo,sedm,0
JU3_7400_7510,A51005,afo,sedm,14.63
JU3_7490_7400,A51045,cfo,sedm,0
JU4_7000_7300,A51023,afo,sedm,65.080002
JU4_7000_7300,A51023,cfo,sedm,0
JU4_7260_7380,F51163,afo,sedm,94.050003
JU4_7380_7160,A51163,cfo,sedm,0
JU5_7300_7510,F51023,cfo,sedm,0
JU5_7420_7160,F51163,cfo,sedm,0
MN0_8040_0000,A51800,cfo,sedm,0
MN2_8100_8190,A51111,afo,sedm,12.54
MN3_7540_7680,A51149,afo,sedm,6.0799999
MN3_7540_7680,A51149,cfo,sedm,0
MN3_7540_7680,A51730,cfo,sedm,0
MN3_7930_8010,A51053,afo,sedm,12.26
NR1_7880_8050,B51071,afo,sedm,4.5599999
NR6_7960_8050,B51071,cfo,sedm,0
OR2_7610_7780,A51515,cfo,sedm,0
OR2_7780_7890,B51019,afo,sedm,43.130001
OR2_7840_7970,A51011,cfo,sedm,0
OR4_8271_8120,A51161,cfo,sedm,0
OR5_7910_8410,A51147,afo,sedm,9.2200003
PL0_4510_0001,A24033,cfo,sedm,0
PL0_5000_0001,A51510,afo,sedm,0
PL0_5010_5130,A51059,afo,sedm,12.54
PL0_5090_0000,A51059,cfo,sedm,0
PL0_5131_0000,A51059,cfo,sedm,0
PL0_5141_5140,A51061,afo,sedm,6.9400001
PL0_5251_0000,A51153,afo,sedm,3.23
PL0_5252_0000,F51059,afo,sedm,0
PL0_5290_0000,A24033,afo,sedm,28.41
PL0_5290_0000,F24033,cfo,sedm,0
PL0_5392_0000,F24017,afo,sedm,0
PL0_5440_0000,F24017,cfo,sedm,0
PL0_5490_0001,F51153,afo,sedm,3.23
DE0_2690_0000,A10003,afo,sedm,7.5999999
DE0_2990_0000,A10003,cfo,sedm,0
DE0_3410_0000,A10001,cfo,sedm,0
DE0_4141_0001,A10001,afo,sedm,1.9
DE0_4230_0000,A10005,afo,sedm,0.28999999
DE0_4680_0000,A10005,afo,sedm,0.28999999
DE0_6310_0000,A51001,cfo,sedm,0
DE0_6630_0000,A51131,cfo,sedm,0
DE0_7130_0000,A51131,cfo,sedm,0
EL0_5151_0000,F24019,cfo,sedm,0
EL0_5283_0000,A24019,cfo,sedm,0
EL0_5760_0000,F24045,cfo,sedm,0
EL0_5761_0000,A24045,cfo,sedm,0
EL0_5890_0000,F24019,afo,sedm,0
EL0_5894_0000,A24039,afo,sedm,0.28999999
EL0_5896_0000,A51001,cfo,sedm,0
EL0_6190_0000,A51001,cfo,sedm,0
EL0_6480_0000,F51001,cfo,sedm,0
EL0_6610_0000,A51131,afo,sedm,22.23
EL1_5150_0001,A24019,afo,sedm,0.75999999
EL2_4630_0000,A24019,afo,sedm,0.75999999
EL2_4630_0000,F10005,afo,sedm,0.28999999
EL2_5110_5270,A24047,cfo,sedm,0
EL2_5270_0001,A24045,cfo,sedm,0
EL3_5970_0000,A24039,afo,sedm,0.28999999
EL3_5971_0000,A24039,afo,sedm,0.28999999
EM0_4322_0000,A24019,afo,sedm,0.75999999
EM0_4870_0000,A24041,afo,sedm,0.28999999
EM0_4886_0000,A24019,cfo,sedm,0
EM0_4887_0000,A24019,cfo,sedm,0
EM0_4889_0000,A24019,afo,sedm,0.75999999
EM0_4891_0000,A24019,cfo,sedm,0
EM2_3980_0001,A24035,cfo,sedm,0
EM2_4100_0001,A24035,cfo,sedm,0
EM2_4101_0000,A24041,cfo,sedm,0
EM4_4740_0000,A24041,afo,sedm,0.28999999
EU0_2985_0000,A24015,cfo,sedm,0
EU0_3360_0000,A24015,cfo,sedm,0
EU0_3361_0000,A10003,afo,sedm,7.5999999
EU0_3570_0000,A24029,afo,sedm,12.07
EU0_3573_0000,A24029,cfo,sedm,0
EU0_4120_0000,A24029,cfo,sedm,0
EU0_4472_0000,A24035,cfo,sedm,0
EU0_4473_0000,A24035,afo,sedm,1.52
EU0_4872_0000,F24035,cfo,sedm,0
EU1_2650_0001,A42029,cfo,sedm,0
EU1_2810_0001,A24015,afo,sedm,4.6599998
GY0_3950_3952,A24023,cfo,sedm,0
GY0_4240_3951,A24023,cfo,sedm,0
JA0_7291_7290,A51041,cfo,sedm,0
JA2_7550_7280,A51029,afo,sedm,18.719999
JA2_7550_7280,A51147,cfo,sedm,0
JA4_7280_7340,A51135,afo,sedm,7.2199998
